ROWID,TRUTH,TRAININGSET
1497.txt,1,1
1498.txt,1,1
1499.txt,2,1
1500.txt,2,1
1501.txt,1,1
1502.txt,1,1
1503.txt,5,1
1504.txt,5,1
1505.txt,4,1
1506.txt,4,1
1507.txt,5,1
1508.txt,5,1
1509.txt,1,1
1510.txt,1,1
1511.txt,5,1
1512.txt,5,1
1513.txt,1,1
1514.txt,1,1
1515.txt,1,1
1516.txt,1,1
1517.txt,3,1
1518.txt,3,1
1519.txt,5,1
1520.txt,5,1
1521.txt,1,1
1522.txt,1,1
1523.txt,6,1
1524.txt,6,1
1525.txt,6,1
1526.txt,6,1
1527.txt,5,1
1528.txt,5,1
1529.txt,1,1
1530.txt,1,1
1531.txt,5,1
1532.txt,5,1
1533.txt,3,1
1534.txt,3,1
1535.txt,1,1
1536.txt,1,1
1537.txt,3,1
1538.txt,3,1
1539.txt,3,1
1540.txt,3,1
1541.txt,3,1
1542.txt,3,1
1543.txt,3,1
1544.txt,3,1
1545.txt,3,1
1546.txt,3,1
1547.txt,3,1
1548.txt,3,1
1549.txt,3,1
1550.txt,3,1
1551.txt,3,1
1552.txt,3,1
1553.txt,3,1
1554.txt,3,1
1555.txt,5,1
1556.txt,5,1
1557.txt,5,1
1558.txt,5,1
1559.txt,5,1
1560.txt,5,1
1561.txt,5,1
1562.txt,5,1
1563.txt,5,1
1564.txt,5,1
1565.txt,20,1
1566.txt,20,1
1567.txt,5,1
1568.txt,5,1
1569.txt,6,1
1570.txt,6,1
1571.txt,8,1
1572.txt,8,1
1573.txt,20,1
1574.txt,20,1
1575.txt,1,1
1576.txt,1,1
1577.txt,7,1
1578.txt,7,1
1579.txt,3,1
1580.txt,3,1
1581.txt,2,1
1582.txt,2,1
1583.txt,6,1
1584.txt,6,1
1585.txt,20,1
1586.txt,20,1
1587.txt,5,1
1588.txt,5,1
1589.txt,6,1
1590.txt,6,1
1591.txt,6,1
1592.txt,6,1
1593.txt,6,1
1594.txt,6,1
1595.txt,6,1
1596.txt,6,1
1597.txt,6,1
1598.txt,6,1
1599.txt,6,1
1600.txt,6,1
1601.txt,6,1
1602.txt,6,1
1603.txt,6,1
1604.txt,6,1
1605.txt,6,1
1606.txt,6,1
1607.txt,6,1
1608.txt,6,1
1609.txt,6,1
1610.txt,6,1
1611.txt,1,1
1612.txt,1,1
1613.txt,6,1
1614.txt,6,1
1615.txt,6,1
1616.txt,6,1
1617.txt,5,1
1618.txt,5,1
1619.txt,6,1
1620.txt,6,1
1621.txt,16,1
1622.txt,16,1
1623.txt,6,1
1624.txt,6,1
1625.txt,5,1
1626.txt,5,1
1627.txt,6,1
1628.txt,6,1
1629.txt,6,1
1630.txt,6,1
1631.txt,6,1
1632.txt,6,1
1633.txt,7,1
1634.txt,7,1
1635.txt,1,1
1636.txt,1,1
1637.txt,5,1
1638.txt,5,1
1639.txt,5,1
1640.txt,5,1
1641.txt,3,1
1642.txt,3,1
1643.txt,9,1
1644.txt,9,1
1645.txt,5,1
1646.txt,5,1
1647.txt,9,1
1648.txt,9,1
1649.txt,6,1
1650.txt,6,1
1651.txt,2,1
1652.txt,2,1
1653.txt,1,1
1654.txt,1,1
1655.txt,12,1
1656.txt,12,1
1657.txt,12,1
1658.txt,12,1
1659.txt,3,1
1660.txt,3,1
1661.txt,1,1
1662.txt,1,1
1663.txt,1,1
1664.txt,1,1
1665.txt,5,1
1666.txt,5,1
1667.txt,5,1
1668.txt,5,1
1669.txt,1,1
1670.txt,1,1
1671.txt,3,1
1672.txt,3,1
1673.txt,6,1
1674.txt,6,1
1675.txt,2,1
1676.txt,2,1
1677.txt,3,1
1678.txt,3,1
1679.txt,5,1
1680.txt,5,1
1681.txt,5,1
1682.txt,5,1
1683.txt,5,1
1684.txt,5,1
1685.txt,3,1
1686.txt,3,1
1687.txt,1,1
1688.txt,1,1
1689.txt,20,1
1690.txt,20,1
1691.txt,1,1
1692.txt,1,1
1693.txt,1,1
1694.txt,1,1
1695.txt,1,1
1696.txt,1,1
1697.txt,1,1
1698.txt,1,1
1699.txt,20,1
1700.txt,20,1
1701.txt,1,1
1702.txt,1,1
1703.txt,1,1
1704.txt,1,1
1705.txt,5,1
1706.txt,5,1
1707.txt,5,1
1708.txt,5,1
1709.txt,3,1
1710.txt,3,1
1711.txt,3,1
1712.txt,3,1
1713.txt,3,1
1714.txt,3,1
1715.txt,5,1
1716.txt,5,1
1717.txt,6,1
1718.txt,6,1
1719.txt,5,1
1720.txt,5,1
1721.txt,3,1
1722.txt,3,1
1723.txt,20,1
1724.txt,20,1
1725.txt,5,1
1726.txt,5,1
1727.txt,6,1
1728.txt,6,1
1729.txt,20,1
1730.txt,20,1
1731.txt,20,1
1732.txt,20,1
1733.txt,3,1
1734.txt,3,1
1735.txt,3,1
1736.txt,3,1
1737.txt,1,1
1738.txt,1,1
1739.txt,3,1
1740.txt,3,1
1741.txt,6,1
1742.txt,6,1
1743.txt,2,1
1744.txt,2,1
1745.txt,5,1
1746.txt,5,1
1747.txt,13,1
1748.txt,13,1
1749.txt,5,1
1750.txt,5,1
1751.txt,5,1
1752.txt,5,1
1753.txt,12,1
1754.txt,12,1
1755.txt,3,1
1756.txt,3,1
1757.txt,3,1
1758.txt,3,1
1759.txt,4,1
1760.txt,4,1
1761.txt,8,1
1762.txt,8,1
1763.txt,3,1
1764.txt,3,1
1765.txt,3,1
1766.txt,3,1
1767.txt,1,1
1768.txt,1,1
1769.txt,15,1
1770.txt,15,1
1771.txt,4,1
1772.txt,4,1
1773.txt,15,1
1774.txt,15,1
1775.txt,7,1
1776.txt,7,1
1777.txt,21,1
1778.txt,21,1
1779.txt,1,1
1780.txt,1,1
1781.txt,3,1
1782.txt,3,1
1783.txt,20,1
1784.txt,20,1
1785.txt,6,1
1786.txt,6,1
1787.txt,3,1
1788.txt,3,1
1789.txt,6,1
1790.txt,6,1
1791.txt,15,1
1792.txt,15,1
1793.txt,20,1
1794.txt,20,1
1795.txt,20,1
1796.txt,20,1
1797.txt,20,1
1798.txt,20,1
1799.txt,3,1
1800.txt,3,1
1801.txt,20,1
1802.txt,20,1
1803.txt,20,1
1804.txt,20,1
1805.txt,3,1
1806.txt,3,1
1807.txt,1,1
1808.txt,1,1
1809.txt,3,1
1810.txt,3,1
1811.txt,3,1
1812.txt,3,1
1813.txt,3,1
1814.txt,3,1
1815.txt,3,1
1816.txt,3,1
1817.txt,3,1
1818.txt,3,1
1819.txt,3,1
1820.txt,3,1
1821.txt,20,1
1822.txt,20,1
1823.txt,3,1
1824.txt,3,1
1825.txt,20,1
1826.txt,20,1
1827.txt,20,1
1828.txt,20,1
1829.txt,6,1
1830.txt,6,1
1831.txt,4,1
1832.txt,4,1
1833.txt,5,1
1834.txt,5,1
1835.txt,1,1
1836.txt,1,1
1837.txt,3,1
1838.txt,3,1
1839.txt,8,1
1840.txt,8,1
1841.txt,3,1
1842.txt,3,1
1843.txt,15,1
1844.txt,15,1
1845.txt,20,1
1846.txt,20,1
1847.txt,6,1
1848.txt,6,1
1849.txt,20,1
1850.txt,20,1
1851.txt,13,1
1852.txt,13,1
1853.txt,5,1
1854.txt,5,1
1855.txt,5,1
1856.txt,5,1
1857.txt,13,1
1858.txt,13,1
1859.txt,1,1
1860.txt,1,1
1861.txt,3,1
1862.txt,3,1
1863.txt,12,1
1864.txt,12,1
1865.txt,2,1
1866.txt,2,1
1867.txt,12,1
1868.txt,12,1
1869.txt,12,1
1870.txt,12,1
1871.txt,12,1
1872.txt,12,1
1873.txt,3,1
1874.txt,3,1
1875.txt,6,1
1876.txt,6,1
1877.txt,12,1
1878.txt,12,1
1879.txt,3,1
1880.txt,3,1
1881.txt,12,1
1882.txt,12,1
1883.txt,2,1
1884.txt,2,1
1885.txt,2,1
1886.txt,2,1
1887.txt,2,1
1888.txt,2,1
1889.txt,4,1
1890.txt,4,1
1891.txt,2,1
1892.txt,2,1
1893.txt,2,1
1894.txt,2,1
1895.txt,20,1
1896.txt,20,1
1897.txt,3,1
1898.txt,3,1
1899.txt,6,1
1900.txt,6,1
1901.txt,3,1
1902.txt,3,1
1903.txt,3,1
1904.txt,3,1
1905.txt,3,1
1906.txt,3,1
1907.txt,3,1
1908.txt,3,1
1909.txt,3,1
1910.txt,3,1
1911.txt,3,1
1912.txt,3,1
1913.txt,12,1
1914.txt,12,1
1915.txt,3,1
1916.txt,3,1
1917.txt,12,1
1918.txt,12,1
1919.txt,12,1
1920.txt,12,1
1921.txt,12,1
1922.txt,12,1
1923.txt,20,1
1924.txt,20,1
1925.txt,2,1
1926.txt,2,1
1927.txt,12,1
1928.txt,12,1
1929.txt,12,1
1930.txt,12,1
1931.txt,12,1
1932.txt,12,1
1933.txt,12,1
1934.txt,12,1
1935.txt,12,1
1936.txt,12,1
1937.txt,12,1
1938.txt,12,1
1939.txt,12,1
1940.txt,12,1
1941.txt,12,1
1942.txt,12,1
1943.txt,12,1
1944.txt,12,1
1945.txt,12,1
1946.txt,12,1
1947.txt,2,1
1948.txt,2,1
1949.txt,1,1
1950.txt,1,1
1951.txt,2,1
1952.txt,2,1
1953.txt,12,1
1954.txt,12,1
1955.txt,18,1
1956.txt,18,1
1957.txt,12,1
1958.txt,12,1
1959.txt,4,1
1960.txt,4,1
1961.txt,4,1
1962.txt,4,1
1963.txt,12,1
1964.txt,12,1
1965.txt,12,1
1966.txt,12,1
1967.txt,2,1
1968.txt,2,1
1969.txt,21,1
1970.txt,21,1
1971.txt,20,1
1972.txt,20,1
1973.txt,3,1
1974.txt,3,1
1975.txt,20,1
1976.txt,20,1
1977.txt,13,1
1978.txt,13,1
1979.txt,6,1
1980.txt,6,1
1981.txt,12,1
1982.txt,12,1
1983.txt,12,1
1984.txt,12,1
1985.txt,12,1
1986.txt,12,1
1987.txt,12,1
1988.txt,12,1
1989.txt,12,1
1990.txt,12,1
1991.txt,12,1
1992.txt,12,1
1993.txt,12,1
1994.txt,12,1
1995.txt,4,1
1996.txt,4,1
1997.txt,2,1
1998.txt,2,1
1999.txt,12,1
2000.txt,12,1
2001.txt,21,1
2002.txt,21,1
2003.txt,12,1
2004.txt,12,1
2005.txt,12,1
2006.txt,12,1
2007.txt,12,1
2008.txt,12,1
2009.txt,12,1
2010.txt,12,1
2011.txt,12,1
2012.txt,12,1
2013.txt,10,1
2014.txt,10,1
2015.txt,12,1
2016.txt,12,1
2017.txt,8,1
2018.txt,8,1
2019.txt,8,1
2020.txt,8,1
2021.txt,4,1
2022.txt,4,1
2023.txt,3,1
2024.txt,3,1
2025.txt,20,1
2026.txt,20,1
2027.txt,21,1
2028.txt,21,1
2029.txt,12,1
2030.txt,12,1
2031.txt,12,1
2032.txt,12,1
2033.txt,3,1
2034.txt,3,1
2035.txt,21,1
2036.txt,21,1
2037.txt,21,1
2038.txt,21,1
2039.txt,6,1
2040.txt,6,1
2041.txt,4,1
2042.txt,4,1
2043.txt,20,1
2044.txt,20,1
2045.txt,20,1
2046.txt,20,1
2047.txt,12,1
2048.txt,12,1
2049.txt,12,1
2050.txt,12,1
2051.txt,12,1
2052.txt,12,1
2053.txt,3,1
2054.txt,3,1
2055.txt,12,1
2056.txt,12,1
2057.txt,2,1
2058.txt,2,1
2059.txt,12,1
2060.txt,12,1
2061.txt,1,1
2062.txt,1,1
2063.txt,12,1
2064.txt,12,1
2065.txt,12,1
2066.txt,12,1
2067.txt,12,1
2068.txt,12,1
2069.txt,12,1
2070.txt,12,1
2071.txt,12,1
2072.txt,12,1
2073.txt,6,1
2074.txt,6,1
2075.txt,12,1
2076.txt,12,1
2077.txt,12,1
2078.txt,12,1
2079.txt,12,1
2080.txt,12,1
2081.txt,12,1
2082.txt,12,1
2083.txt,12,1
2084.txt,12,1
2085.txt,3,1
2086.txt,3,1
2087.txt,3,1
2088.txt,3,1
2089.txt,3,1
2090.txt,3,1
2091.txt,3,1
2092.txt,3,1
2093.txt,3,1
2094.txt,3,1
2095.txt,3,1
2096.txt,3,1
2097.txt,12,1
2098.txt,12,1
2099.txt,12,1
2100.txt,12,1
2101.txt,12,1
2102.txt,12,1
2103.txt,6,1
2104.txt,6,1
2105.txt,12,1
2106.txt,12,1
2107.txt,20,1
2108.txt,20,1
2109.txt,12,1
2110.txt,12,1
2111.txt,12,1
2112.txt,12,1
2113.txt,3,1
2114.txt,3,1
2115.txt,21,1
2116.txt,21,1
2117.txt,12,1
2118.txt,12,1
2119.txt,12,1
2120.txt,12,1
2121.txt,20,1
2122.txt,20,1
2123.txt,12,1
2124.txt,12,1
2125.txt,4,1
2126.txt,4,1
2127.txt,3,1
2128.txt,3,1
2129.txt,17,1
2130.txt,17,1
2131.txt,3,1
2132.txt,3,1
2133.txt,12,1
2134.txt,12,1
2135.txt,6,1
2136.txt,6,1
2137.txt,12,1
2138.txt,12,1
2139.txt,12,1
2140.txt,12,1
2141.txt,21,1
2142.txt,21,1
2143.txt,12,1
2144.txt,12,1
2145.txt,6,1
2146.txt,6,1
2147.txt,12,1
2148.txt,12,1
2149.txt,12,1
2150.txt,12,1
2151.txt,4,1
2152.txt,4,1
2153.txt,12,1
2154.txt,12,1
2155.txt,12,1
2156.txt,12,1
2157.txt,10,1
2158.txt,10,1
2159.txt,14,1
2160.txt,14,1
2161.txt,10,1
2162.txt,10,1
2163.txt,19,1
2164.txt,19,1
2165.txt,2,1
2166.txt,2,1
2167.txt,20,1
2168.txt,20,1
2169.txt,21,1
2170.txt,21,1
2171.txt,12,1
2172.txt,12,1
2173.txt,12,1
2174.txt,12,1
2175.txt,3,1
2176.txt,3,1
2177.txt,12,1
2178.txt,12,1
2179.txt,12,1
2180.txt,12,1
2181.txt,12,1
2182.txt,12,1
2183.txt,21,1
2184.txt,21,1
2185.txt,21,1
2186.txt,21,1
2187.txt,6,1
2188.txt,6,1
2189.txt,13,1
2190.txt,13,1
2191.txt,12,1
2192.txt,12,1
2193.txt,12,1
2194.txt,12,1
2195.txt,2,1
2196.txt,2,1
2197.txt,12,1
2198.txt,12,1
2199.txt,12,1
2200.txt,12,1
2201.txt,3,1
2202.txt,3,1
2203.txt,12,1
2204.txt,12,1
2205.txt,12,1
2206.txt,12,1
2207.txt,2,1
2208.txt,2,1
2209.txt,15,1
2210.txt,15,1
2211.txt,2,1
2212.txt,2,1
2213.txt,6,1
2214.txt,6,1
2215.txt,2,1
2216.txt,2,1
2217.txt,2,1
2218.txt,2,1
2219.txt,2,1
2220.txt,2,1
2221.txt,1,1
2222.txt,1,1
2223.txt,12,1
2224.txt,12,1
2225.txt,12,1
2226.txt,12,1
2227.txt,12,1
2228.txt,12,1
2229.txt,4,1
2230.txt,4,1
2231.txt,4,1
2232.txt,4,1
2233.txt,12,1
2234.txt,12,1
2235.txt,2,1
2236.txt,2,1
2237.txt,17,1
2238.txt,17,1
2239.txt,2,1
2240.txt,2,1
2241.txt,20,1
2242.txt,20,1
2243.txt,12,1
2244.txt,12,1
2245.txt,5,1
2246.txt,5,1
2247.txt,2,1
2248.txt,2,1
2249.txt,4,1
2250.txt,4,1
2251.txt,5,1
2252.txt,5,1
2253.txt,4,1
2254.txt,4,1
2255.txt,4,1
2256.txt,4,1
2257.txt,4,1
2258.txt,4,1
2259.txt,4,1
2260.txt,4,1
2261.txt,4,1
2262.txt,4,1
2263.txt,4,1
2264.txt,4,1
2265.txt,4,1
2266.txt,4,1
2267.txt,4,1
2268.txt,4,1
2269.txt,20,1
2270.txt,20,1
2271.txt,3,1
2272.txt,3,1
2273.txt,7,1
2274.txt,7,1
2275.txt,12,1
2276.txt,12,1
2277.txt,3,1
2278.txt,3,1
2279.txt,12,1
2280.txt,12,1
2281.txt,13,1
2282.txt,13,1
2283.txt,1,1
2284.txt,1,1
2285.txt,12,1
2286.txt,12,1
2287.txt,12,1
2288.txt,12,1
2289.txt,9,1
2290.txt,9,1
2291.txt,12,1
2292.txt,12,1
2293.txt,4,1
2294.txt,4,1
2295.txt,2,1
2296.txt,2,1
2297.txt,2,1
2298.txt,2,1
2299.txt,3,1
2300.txt,3,1
2301.txt,12,1
2302.txt,12,1
2303.txt,12,1
2304.txt,12,1
2305.txt,7,1
2306.txt,7,1
2307.txt,2,1
2308.txt,2,1
2309.txt,12,1
2310.txt,12,1
2311.txt,15,1
2312.txt,15,1
2313.txt,3,1
2314.txt,3,1
2315.txt,20,1
2316.txt,20,1
2317.txt,12,1
2318.txt,12,1
2319.txt,12,1
2320.txt,12,1
2321.txt,12,1
2322.txt,12,1
2323.txt,12,1
2324.txt,12,1
2325.txt,6,1
2326.txt,6,1
2327.txt,8,1
2328.txt,8,1
2329.txt,4,1
2330.txt,4,1
2331.txt,12,1
2332.txt,12,1
2333.txt,3,1
2334.txt,3,1
2335.txt,2,1
2336.txt,2,1
2337.txt,6,1
2338.txt,6,1
2339.txt,12,1
2340.txt,12,1
2341.txt,12,1
2342.txt,12,1
2343.txt,12,1
2344.txt,12,1
2345.txt,12,1
2346.txt,12,1
2347.txt,12,1
2348.txt,12,1
2349.txt,3,1
2350.txt,3,1
2351.txt,4,1
2352.txt,4,1
2353.txt,4,1
2354.txt,4,1
2355.txt,12,1
2356.txt,12,1
2357.txt,3,1
2358.txt,3,1
2359.txt,3,1
2360.txt,3,1
2361.txt,12,1
2362.txt,12,1
2363.txt,12,1
2364.txt,12,1
2365.txt,4,1
2366.txt,4,1
2367.txt,4,1
2368.txt,4,1
2369.txt,12,1
2370.txt,12,1
2371.txt,20,1
2372.txt,20,1
2373.txt,10,1
2374.txt,10,1
2375.txt,12,1
2376.txt,12,1
2377.txt,4,1
2378.txt,4,1
2379.txt,12,1
2380.txt,12,1
2381.txt,12,1
2382.txt,12,1
2383.txt,3,1
2384.txt,3,1
2385.txt,20,1
2386.txt,20,1
2387.txt,12,1
2388.txt,12,1
2389.txt,6,1
2390.txt,6,1
2391.txt,12,1
2392.txt,12,1
2393.txt,20,1
2394.txt,20,1
2395.txt,3,1
2396.txt,3,1
2397.txt,2,1
2398.txt,2,1
2399.txt,5,1
2400.txt,5,1
2401.txt,2,1
2402.txt,2,1
2403.txt,3,1
2404.txt,3,1
2405.txt,3,1
2406.txt,3,1
2407.txt,12,1
2408.txt,12,1
2409.txt,12,1
2410.txt,12,1
2411.txt,4,1
2412.txt,4,1
2413.txt,4,1
2414.txt,4,1
2415.txt,19,1
2416.txt,19,1
2417.txt,12,1
2418.txt,12,1
2419.txt,1,1
2420.txt,1,1
2421.txt,4,1
2422.txt,4,1
2423.txt,2,1
2424.txt,2,1
2425.txt,20,1
2426.txt,20,1
2427.txt,3,1
2428.txt,3,1
2429.txt,15,1
2430.txt,15,1
2431.txt,14,1
2432.txt,14,1
2433.txt,12,1
2434.txt,12,1
2435.txt,3,1
2436.txt,3,1
2437.txt,12,1
2438.txt,12,1
2439.txt,12,1
2440.txt,12,1
2441.txt,20,1
2442.txt,20,1
2443.txt,6,1
2444.txt,6,1
2445.txt,1,1
2446.txt,1,1
2447.txt,12,1
2448.txt,12,1
2449.txt,12,1
2450.txt,12,1
2451.txt,1,1
2452.txt,1,1
2453.txt,5,1
2454.txt,5,1
2455.txt,3,1
2456.txt,3,1
2457.txt,2,1
2458.txt,2,1
2459.txt,2,1
2460.txt,2,1
2461.txt,12,1
2462.txt,12,1
2463.txt,3,1
2464.txt,3,1
2465.txt,6,1
2466.txt,6,1
2467.txt,13,1
2468.txt,13,1
2469.txt,12,1
2470.txt,12,1
2471.txt,1,1
2472.txt,1,1
2473.txt,1,1
2474.txt,1,1
2475.txt,10,1
2476.txt,10,1
2477.txt,1,1
2478.txt,1,1
2479.txt,1,1
2480.txt,1,1
2481.txt,20,1
2482.txt,20,1
2483.txt,20,1
2484.txt,20,1
2485.txt,1,1
2486.txt,1,1
2487.txt,1,1
2488.txt,1,1
2489.txt,1,1
2490.txt,1,1
2491.txt,6,1
2492.txt,6,1
2493.txt,12,1
2494.txt,12,1
2495.txt,13,1
2496.txt,13,1
2497.txt,3,1
2498.txt,3,1
2499.txt,6,1
2500.txt,6,1
2501.txt,10,1
2502.txt,10,1
2503.txt,6,1
2504.txt,6,1
2505.txt,3,1
2506.txt,3,1
2507.txt,6,1
2508.txt,6,1
2509.txt,3,1
2510.txt,3,1
2511.txt,12,1
2512.txt,12,1
2513.txt,20,1
2514.txt,20,1
2515.txt,6,1
2516.txt,6,1
2517.txt,6,1
2518.txt,6,1
2519.txt,20,1
2520.txt,20,1
2521.txt,5,1
2522.txt,5,1
2523.txt,5,1
2524.txt,5,1
2525.txt,5,1
2526.txt,5,1
2527.txt,5,1
2528.txt,5,1
2529.txt,5,1
2530.txt,5,1
2531.txt,5,1
2532.txt,5,1
2533.txt,5,1
2534.txt,5,1
2535.txt,5,1
2536.txt,5,1
2537.txt,20,1
2538.txt,20,1
2539.txt,5,1
2540.txt,5,1
2541.txt,5,1
2542.txt,5,1
2543.txt,13,1
2544.txt,13,1
2545.txt,5,1
2546.txt,5,1
2547.txt,20,1
2548.txt,20,1
2549.txt,5,1
2550.txt,5,1
2551.txt,5,1
2552.txt,5,1
2553.txt,5,1
2554.txt,5,1
2555.txt,5,1
2556.txt,5,1
2557.txt,5,1
2558.txt,5,1
2559.txt,5,1
2560.txt,5,1
2561.txt,5,1
2562.txt,5,1
2563.txt,20,1
2564.txt,20,1
2565.txt,5,1
2566.txt,5,1
2567.txt,3,1
2568.txt,3,1
2569.txt,20,1
2570.txt,20,1
2571.txt,5,1
2572.txt,5,1
2573.txt,5,1
2574.txt,5,1
2575.txt,20,1
2576.txt,20,1
2577.txt,20,1
2578.txt,20,1
2579.txt,5,1
2580.txt,5,1
2581.txt,20,1
2582.txt,20,1
2583.txt,5,1
2584.txt,5,1
2585.txt,5,1
2586.txt,5,1
2587.txt,5,1
2588.txt,5,1
2589.txt,10,1
2590.txt,10,1
2591.txt,5,1
2592.txt,5,1
2593.txt,5,1
2594.txt,5,1
2595.txt,12,1
2596.txt,12,1
2597.txt,5,1
2598.txt,5,1
2599.txt,5,1
2600.txt,5,1
2601.txt,5,1
2602.txt,5,1
2603.txt,12,1
2604.txt,12,1
2605.txt,5,1
2606.txt,5,1
2607.txt,5,1
2608.txt,5,1
2609.txt,5,1
2610.txt,5,1
2611.txt,5,1
2612.txt,5,1
2613.txt,1,1
2614.txt,1,1
2615.txt,3,1
2616.txt,3,1
2617.txt,12,1
2618.txt,12,1
2619.txt,12,1
2620.txt,12,1
2621.txt,6,1
2622.txt,6,1
2623.txt,20,1
2624.txt,20,1
2625.txt,12,1
2626.txt,12,1
2627.txt,2,1
2628.txt,2,1
2629.txt,12,1
2630.txt,12,1
2631.txt,20,1
2632.txt,20,1
2633.txt,5,1
2634.txt,5,1
2635.txt,2,1
2636.txt,2,1
2637.txt,12,1
2638.txt,12,1
2639.txt,5,1
2640.txt,5,1
2641.txt,3,1
2642.txt,3,1
2643.txt,2,1
2644.txt,2,1
2645.txt,2,1
2646.txt,2,1
2647.txt,1,1
2648.txt,1,1
2649.txt,15,1
2650.txt,15,1
2651.txt,21,1
2652.txt,21,1
2653.txt,2,1
2654.txt,2,1
2655.txt,2,1
2656.txt,2,1
2657.txt,12,1
2658.txt,12,1
2659.txt,12,1
2660.txt,12,1
2661.txt,2,1
2662.txt,2,1
2663.txt,5,1
2664.txt,5,1
2665.txt,20,1
2666.txt,20,1
2667.txt,2,1
2668.txt,2,1
2669.txt,12,1
2670.txt,12,1
2671.txt,2,1
2672.txt,2,1
2673.txt,2,1
2674.txt,2,1
2675.txt,2,1
2676.txt,2,1
2677.txt,20,1
2678.txt,20,1
2679.txt,2,1
2680.txt,2,1
2681.txt,5,1
2682.txt,5,1
2683.txt,6,1
2684.txt,6,1
2685.txt,1,1
2686.txt,1,1
2687.txt,12,1
2688.txt,12,1
2689.txt,5,1
2690.txt,5,1
2691.txt,2,1
2692.txt,2,1
2693.txt,2,1
2694.txt,2,1
2695.txt,20,1
2696.txt,20,1
2697.txt,2,1
2698.txt,2,1
2699.txt,20,1
2700.txt,20,1
2701.txt,2,1
2702.txt,2,1
2703.txt,12,1
2704.txt,12,1
2705.txt,1,1
2706.txt,1,1
2707.txt,5,1
2708.txt,5,1
2709.txt,1,1
2710.txt,1,1
2711.txt,5,1
2712.txt,5,1
2713.txt,3,1
2714.txt,3,1
2715.txt,5,1
2716.txt,5,1
2717.txt,5,1
2718.txt,5,1
2719.txt,5,1
2720.txt,5,1
2721.txt,5,1
2722.txt,5,1
2723.txt,5,1
2724.txt,5,1
2725.txt,5,1
2726.txt,5,1
2727.txt,3,1
2728.txt,3,1
2729.txt,15,1
2730.txt,15,1
2731.txt,5,1
2732.txt,5,1
2733.txt,12,1
2734.txt,12,1
2735.txt,2,1
2736.txt,2,1
2737.txt,12,1
2738.txt,12,1
2739.txt,3,1
2740.txt,3,1
2741.txt,6,1
2742.txt,6,1
2743.txt,10,1
2744.txt,10,1
2745.txt,2,1
2746.txt,2,1
2747.txt,13,1
2748.txt,13,1
2749.txt,3,1
2750.txt,3,1
2751.txt,2,1
2752.txt,2,1
2753.txt,3,1
2754.txt,3,1
2755.txt,12,1
2756.txt,12,1
2757.txt,5,1
2758.txt,5,1
2759.txt,5,1
2760.txt,5,1
2761.txt,20,1
2762.txt,20,1
2763.txt,5,1
2764.txt,5,1
2765.txt,15,1
2766.txt,15,1
2767.txt,15,1
2768.txt,15,1
2769.txt,1,1
2770.txt,1,1
2771.txt,3,1
2772.txt,3,1
2773.txt,3,1
2774.txt,3,1
2775.txt,3,1
2776.txt,3,1
2777.txt,17,1
2778.txt,17,1
2779.txt,6,1
2780.txt,6,1
2781.txt,1,1
2782.txt,1,1
2783.txt,3,1
2784.txt,3,1
2785.txt,3,1
2786.txt,3,1
2787.txt,3,1
2788.txt,3,1
2789.txt,3,1
2790.txt,3,1
2791.txt,1,1
2792.txt,1,1
2793.txt,1,1
2794.txt,1,1
2795.txt,1,1
2796.txt,1,1
2797.txt,3,1
2798.txt,3,1
2799.txt,13,1
2800.txt,13,1
2801.txt,12,1
2802.txt,12,1
2803.txt,12,1
2804.txt,12,1
2805.txt,1,1
2806.txt,1,1
2807.txt,3,1
2808.txt,3,1
2809.txt,1,1
2810.txt,1,1
2811.txt,12,1
2812.txt,12,1
2813.txt,15,1
2814.txt,15,1
2815.txt,2,1
2816.txt,2,1
2817.txt,6,1
2818.txt,6,1
2819.txt,3,1
2820.txt,3,1
2821.txt,1,1
2822.txt,1,1
2823.txt,4,1
2824.txt,4,1
2825.txt,3,1
2826.txt,3,1
2827.txt,3,1
2828.txt,3,1
2829.txt,3,1
2830.txt,3,1
2831.txt,1,1
2832.txt,1,1
2833.txt,1,1
2834.txt,1,1
2835.txt,12,1
2836.txt,12,1
2837.txt,1,1
2838.txt,1,1
2839.txt,13,1
2840.txt,13,1
2841.txt,1,1
2842.txt,1,1
2843.txt,3,1
2844.txt,3,1
2845.txt,1,1
2846.txt,1,1
2847.txt,1,1
2848.txt,1,1
2849.txt,20,1
2850.txt,20,1
2851.txt,3,1
2852.txt,3,1
2853.txt,3,1
2854.txt,3,1
2855.txt,3,1
2856.txt,3,1
2857.txt,7,1
2858.txt,7,1
2859.txt,3,1
2860.txt,3,1
2861.txt,3,1
2862.txt,3,1
2863.txt,3,1
2864.txt,3,1
2865.txt,1,1
2866.txt,1,1
2867.txt,20,1
2868.txt,20,1
2869.txt,6,1
2870.txt,6,1
2871.txt,3,1
2872.txt,3,1
2873.txt,1,1
2874.txt,1,1
2875.txt,4,1
2876.txt,4,1
2877.txt,3,1
2878.txt,3,1
2879.txt,20,1
2880.txt,20,1
2881.txt,6,1
2882.txt,6,1
2883.txt,12,1
2884.txt,12,1
2885.txt,5,1
2886.txt,5,1
2887.txt,6,1
2888.txt,6,1
2889.txt,21,1
2890.txt,21,1
2891.txt,6,1
2892.txt,6,1
2893.txt,3,1
2894.txt,3,1
